City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
400,Treviso,IT,2022-02-02 21:55:19,45.6667,12.245,46.26,80,0,3.44
401,Sao Jose Da Coroa Grande,BR,2022-02-02 21:52:56,-8.8978,-35.1478,80.44,76,27,10.78
402,Mwense,ZM,2022-02-02 21:55:20,-10.3845,28.698,66.88,96,100,1.41
403,Drabiv,UA,2022-02-02 21:55:20,49.963,32.1529,21.02,95,82,5.17
404,Paracatu,BR,2022-02-02 21:55:21,-17.2222,-46.8747,73.24,83,92,2.08
405,Slave Lake,CA,2022-02-02 21:55:21,55.2834,-114.769,1.38,55,0,17.27
406,Codrington,AU,2022-02-02 21:55:21,-38.2667,141.9667,59.04,65,86,13.62
407,Ozernovskiy,RU,2022-02-02 21:54:42,51.5,156.5167,27.5,72,100,4.36
408,Kruisfontein,ZA,2022-02-02 21:55:22,-34.0033,24.7314,69.89,92,100,6.93
409,Severobaykalsk,RU,2022-02-02 21:51:21,55.65,109.3167,-11.88,93,80,4.21
410,Lambarene,GA,2022-02-02 21:55:23,-0.7001,10.2406,76.26,90,100,4.76
411,Svetlogorsk,BY,2022-02-02 21:55:23,52.6333,29.7333,28.89,97,99,8.97
412,Keti Bandar,PK,2022-02-02 21:55:24,24.1447,67.4497,70.39,49,2,19.6
413,Sfantu Gheorghe,RO,2022-02-02 21:54:24,45.8667,25.7833,29.82,97,100,2.1
414,Awbari,LY,2022-02-02 21:55:24,26.5921,12.7805,45.72,34,0,9.22
415,Okhotsk,RU,2022-02-02 21:55:24,59.3833,143.3,7.0,75,100,15.39
416,Berbera,SO,2022-02-02 21:56:25,10.4396,45.0143,76.05,78,100,7.47
417,Praia Da Vitoria,PT,2022-02-02 21:56:25,38.7333,-27.0667,59.25,88,20,9.01
418,Esil,KZ,2022-02-02 21:56:26,51.9556,66.4042,15.3,88,100,6.6
419,Manica,FR,2022-02-02 21:56:26,49.0,-1.1667,45.81,89,100,3.65
420,Noyabrsk,RU,2022-02-02 21:56:26,63.1994,75.4507,12.9,95,100,13.35
421,Slonim,BY,2022-02-02 21:56:27,53.0867,25.3219,25.16,96,90,11.21
422,Darhan,MN,2022-02-02 21:56:27,49.4867,105.9228,-7.85,93,99,5.03
423,Yerbogachen,RU,2022-02-02 21:56:27,61.2767,108.0108,-5.03,99,98,3.58
424,Elat,IL,2022-02-02 21:56:28,29.5581,34.9482,57.04,41,0,4.61
425,Saint-Pierre,RE,2022-02-02 21:55:36,-21.3393,55.4781,80.28,89,75,37.98
426,Verkhnyaya Toyma,RU,2022-02-02 21:56:28,62.2349,44.9985,20.01,97,100,0.76
427,La Rioja,ES,2022-02-02 21:56:29,42.25,-2.5,42.04,18,4,8.39
428,Bezhanitsy,RU,2022-02-02 21:56:29,56.9767,29.8907,11.61,99,94,1.34
429,Coos Bay,US,2022-02-02 21:53:21,43.3665,-124.2179,52.86,96,100,3.44
430,Loiza,PR,2022-02-02 21:51:36,18.4313,-65.8802,81.81,73,40,18.41
431,Maple Creek,CA,2022-02-02 21:56:29,49.9168,-109.4848,-0.35,65,89,5.75
432,Neiafu,TO,2022-02-02 21:56:30,-18.65,-173.9833,84.88,79,40,3.44
433,Poso,ID,2022-02-02 21:56:30,-1.3959,120.7524,76.37,70,100,3.53
434,Taboao Da Serra,BR,2022-02-02 21:56:30,-23.6261,-46.7917,72.14,95,75,1.01
435,Zabaykalsk,RU,2022-02-02 21:56:31,49.6333,117.3167,-18.8,97,23,5.95
436,Sao Filipe,CV,2022-02-02 21:56:07,14.8961,-24.4956,75.78,65,3,17.96
437,Birao,CF,2022-02-02 21:56:31,10.2849,22.7882,71.53,21,8,2.95
438,Tungor,RU,2022-02-02 21:56:32,53.3808,142.9564,0.86,94,100,27.4
439,Aracati,BR,2022-02-02 21:56:32,-4.5617,-37.7697,81.12,75,33,11.65
440,Sarana,RU,2022-02-02 21:56:32,56.4773,57.7259,21.15,97,100,4.88
441,Alofi,NU,2022-02-02 21:52:48,-19.0595,-169.9187,76.89,88,75,6.91
442,Vostok,RU,2022-02-02 21:55:37,46.4856,135.8833,-6.92,99,100,3.58
443,Jackson,US,2022-02-02 21:56:33,42.4165,-122.8345,50.36,58,68,5.99
444,Bagdarin,RU,2022-02-02 21:56:33,54.4333,113.6,-20.54,96,5,4.14
445,Boyolangu,ID,2022-02-02 21:56:34,-8.1181,111.8935,74.46,90,78,2.48
446,Grand Gaube,MU,2022-02-02 21:54:35,-20.0064,57.6608,79.38,89,100,18.01
447,Linshui,CN,2022-02-02 21:56:34,36.4247,114.2047,30.78,46,1,1.57
448,Panama City,PA,2022-02-02 21:52:19,8.9936,-79.5197,90.18,60,40,3.44
449,Kabare,CD,2022-02-02 21:56:35,-2.4683,28.8242,59.95,93,100,1.3
450,Mamonovo,RU,2022-02-02 21:56:35,54.4643,19.938,29.86,69,100,14.29
451,Vila Franca Do Campo,PT,2022-02-02 21:56:35,37.7167,-25.4333,58.19,79,22,8.84
452,Yemelyanovo,RU,2022-02-02 21:56:36,56.1681,92.6767,-12.19,84,54,0.0
453,Otradnoye,RU,2022-02-02 21:56:36,59.7775,30.8181,23.05,98,99,1.23
454,Havelock,US,2022-02-02 21:56:36,34.8791,-76.9013,62.58,68,58,5.88
455,Nuuk,GL,2022-02-02 21:56:37,64.1835,-51.7216,1.47,70,100,11.01
456,Cocobeach,GA,2022-02-02 21:56:37,1.0002,9.5823,80.6,76,17,6.22
457,Kieta,PG,2022-02-02 21:56:37,-6.2167,155.6333,82.11,77,100,8.12
458,Lat Yao,TH,2022-02-02 21:56:38,15.751,99.7893,78.51,64,5,3.89
459,Sungai Pelek,MY,2022-02-02 21:56:38,2.6449,101.717,77.13,85,20,3.44
460,Faya,SA,2022-02-02 21:56:38,18.3851,42.4509,57.31,68,11,1.05
461,Amga,RU,2022-02-02 21:56:39,60.8953,131.9608,-33.81,100,77,1.57
462,Honiara,SB,2022-02-02 21:57:39,-9.4333,159.95,82.24,80,100,4.97
463,Xiongyue,CN,2022-02-02 21:57:40,40.1774,122.1228,13.68,67,1,3.33
464,Xiamen,CN,2022-02-02 21:57:33,24.4798,118.0819,53.65,100,100,2.24
465,Plettenberg Bay,ZA,2022-02-02 21:57:40,-34.0527,23.3716,69.55,91,100,4.9
466,Iwanai,JP,2022-02-02 21:53:28,42.9744,140.5089,24.15,89,100,12.68
467,Gwadar,PK,2022-02-02 21:57:41,25.1216,62.3254,67.91,33,0,16.13
468,Maniitsoq,GL,2022-02-02 21:57:41,65.4167,-52.9,3.7,74,100,17.96
469,Kanniyakumari,IN,2022-02-02 21:57:42,8.0833,77.5667,75.43,65,6,11.88
470,Moindou,NC,2022-02-02 21:57:42,-21.6924,165.677,82.35,72,59,2.01
471,Havre-Saint-Pierre,CA,2022-02-02 21:57:42,50.2334,-63.5986,26.6,86,100,12.66
472,Jeremie,HT,2022-02-02 21:57:43,18.65,-74.1167,78.03,79,24,6.11
473,Lazaro Cardenas,MX,2022-02-02 21:57:43,17.9583,-102.2,80.17,57,0,9.08
474,Ampanihy,MG,2022-02-02 21:57:43,-24.7,44.75,71.58,75,0,11.83
475,Chiavari,IT,2022-02-02 21:57:44,44.3201,9.322,55.76,59,0,3.0
476,Ketchikan,US,2022-02-02 21:57:44,55.3422,-131.6461,37.38,93,100,4.61
477,Batagay-Alyta,RU,2022-02-02 21:57:44,67.8006,130.4114,-25.73,99,54,3.65
478,Monticello,US,2022-02-02 21:57:45,45.3055,-93.7941,7.68,55,0,14.97
479,Henties Bay,NA,2022-02-02 21:56:11,-22.116,14.2845,68.86,81,78,5.23
480,Moree,AU,2022-02-02 21:57:45,-29.4667,149.85,71.62,94,100,10.36
481,Amos,CA,2022-02-02 21:57:45,48.5669,-78.1162,21.47,88,100,7.38
482,Mercedes,AR,2022-02-02 21:57:46,-34.6515,-59.4307,89.76,39,91,3.65
483,Ambovombe,MG,2022-02-02 21:57:46,-25.1667,46.0833,72.72,78,0,15.86
484,San Cristobal,VE,2022-02-02 21:55:30,7.7669,-72.225,80.78,30,19,5.64
485,Taoudenni,ML,2022-02-02 21:57:47,22.6783,-3.9836,67.33,18,7,14.76
486,Bisho,ZA,2022-02-02 21:57:47,-32.8472,27.4422,69.39,97,66,4.16
487,Namibe,AO,2022-02-02 21:57:48,-15.1961,12.1522,73.0,70,83,10.69
488,Chatham,GB,2022-02-02 21:57:48,51.3789,0.5279,50.94,81,100,1.01
489,Gravdal,NO,2022-02-02 21:57:48,68.1214,13.5031,26.28,64,100,11.63
490,Borovoy,RU,2022-02-02 21:57:48,55.4333,86.0833,13.28,92,100,2.24
491,Aksu,CN,2022-02-02 21:53:30,41.1231,80.2644,22.26,54,91,1.34
492,Aripuana,BR,2022-02-02 21:57:49,-9.1667,-60.6333,75.85,95,91,1.59
493,Mulchen,CL,2022-02-02 21:57:49,-37.7167,-72.2333,87.66,24,0,8.21
494,Tezu,IN,2022-02-02 21:56:47,27.9167,96.1667,53.58,63,85,3.78
495,Ginir,ET,2022-02-02 21:57:50,7.1333,40.7,58.98,41,83,1.01
496,San Andres,CO,2022-02-02 21:57:50,12.5847,-81.7006,84.22,70,20,11.5
497,Talara,PE,2022-02-02 21:57:51,-4.5772,-81.2719,83.16,54,0,19.57
498,Mopti,ML,2022-02-02 21:57:51,14.6667,-4.0,77.04,19,0,9.22
499,Nouakchott,MR,2022-02-02 21:57:51,18.0858,-15.9785,84.13,25,0,11.52
500,Saint George,US,2022-02-02 21:57:52,37.1041,-113.5841,43.63,19,0,1.01
501,Fonseca,CO,2022-02-02 21:57:52,10.8861,-72.8487,96.28,48,48,6.44
502,Jibuti,DJ,2022-02-02 21:57:52,11.5,42.5,70.83,76,38,11.61
503,Boyabat,TR,2022-02-02 21:57:53,41.4689,34.7667,35.17,96,100,1.05
504,Okha,RU,2022-02-02 21:57:53,53.5739,142.9478,1.56,93,100,26.82
505,Moranbah,AU,2022-02-02 21:57:54,-22.0016,148.0466,81.46,73,100,8.72
506,Pacific Grove,US,2022-02-02 21:56:30,36.6177,-121.9166,64.42,32,0,4.0
507,Zyryanka,RU,2022-02-02 21:57:54,65.75,150.85,-22.07,99,72,4.65
508,Byron Bay,AU,2022-02-02 21:56:10,-28.65,153.6167,76.05,94,99,12.03
509,Kurchatov,RU,2022-02-02 21:57:55,51.6601,35.6521,19.81,98,100,4.74
510,Aranda De Duero,ES,2022-02-02 21:58:55,41.6704,-3.6892,46.8,47,19,0.54
511,Ulladulla,AU,2022-02-02 21:58:56,-35.35,150.4667,65.88,64,88,13.62
512,Jaunjelgava,LV,2022-02-02 21:58:56,56.6167,25.0833,22.5,95,99,4.12
513,Shakawe,BW,2022-02-02 21:58:56,-18.3667,21.85,68.76,89,98,3.8
514,Igarka,RU,2022-02-02 21:57:15,67.4667,86.5833,-7.91,100,94,5.82
515,Sherlovaya Gora,RU,2022-02-02 21:58:57,50.5667,116.25,-26.45,99,56,4.27
516,Ayan,RU,2022-02-02 21:58:57,56.45,138.1667,-2.92,70,100,15.3
517,Kupang,ID,2022-02-02 21:58:58,-10.1667,123.5833,78.42,83,100,9.19
518,Kindu,CD,2022-02-02 21:58:58,-2.95,25.95,68.18,91,100,1.34
519,San Carlos De Bariloche,AR,2022-02-02 21:57:47,-41.1456,-71.3082,76.75,29,40,17.27
520,Presidencia Roque Saenz Pena,AR,2022-02-02 21:58:58,-26.7852,-60.4388,99.41,18,67,4.65
521,Raudeberg,NO,2022-02-02 21:58:59,61.9875,5.1352,32.67,84,100,1.99
522,Machilipatnam,IN,2022-02-02 21:58:59,16.1667,81.1333,71.49,75,25,6.96
523,Udachnyy,RU,2022-02-02 21:57:11,66.4167,112.4,-32.73,100,45,3.15
524,Tubuala,PA,2022-02-02 21:59:00,9.5167,-79.0333,89.56,75,16,9.26
525,Kijang,KR,2022-02-02 21:59:00,35.2442,129.2139,29.93,47,100,6.02
526,Daru,PG,2022-02-02 21:59:01,-9.0763,143.2092,76.5,79,100,5.68
527,Red Bluff,US,2022-02-02 21:56:27,40.1785,-122.2358,59.68,36,45,13.15
528,Dwarka,IN,2022-02-02 21:59:01,22.2394,68.9678,72.79,82,4,18.92
529,Vao,NC,2022-02-02 21:55:12,-22.6667,167.4833,77.74,77,97,14.54
530,Brae,GB,2022-02-02 21:59:02,60.3964,-1.353,46.31,90,100,9.08
531,Najran,SA,2022-02-02 21:55:37,17.4924,44.1277,57.85,41,3,3.22
532,Newport,GB,2022-02-02 21:56:37,51.5877,-2.9984,49.44,86,100,1.01
533,Axim,GH,2022-02-02 21:59:02,4.8699,-2.2405,80.33,81,9,9.82
534,Grodzisk Wielkopolski,PL,2022-02-02 21:59:03,52.2276,16.3653,33.67,80,77,11.9
535,Akureyri,IS,2022-02-02 21:59:03,65.6835,-18.0878,22.93,74,0,1.14
536,Lincoln,US,2022-02-02 21:59:04,40.8,-96.667,18.84,38,100,5.01
537,Ostrovnoy,RU,2022-02-02 21:59:05,68.0531,39.5131,20.82,91,100,15.01
538,Natitingou,BJ,2022-02-02 21:59:05,10.3042,1.3796,77.05,12,55,6.2
539,Vestmannaeyjar,IS,2022-02-02 21:59:06,63.4427,-20.2734,31.32,72,100,10.22
540,Omsukchan,RU,2022-02-02 21:59:06,62.5333,155.8,-14.03,100,100,6.02
541,Dongning,CN,2022-02-02 21:59:06,44.0622,131.1207,-2.99,90,19,6.26
542,Punta Alta,AR,2022-02-02 21:57:27,-38.8759,-62.0736,83.95,41,99,3.33
543,Puerto Montt,CL,2022-02-02 21:59:07,-41.4698,-72.9447,68.83,68,0,10.36
544,Sao Miguel Do Araguaia,BR,2022-02-02 21:59:07,-13.275,-50.1628,76.35,85,41,3.87
545,Moerai,PF,2022-02-02 21:59:08,-22.4333,-151.3333,79.83,76,89,17.4
546,Botshabelo,ZA,2022-02-02 21:59:08,-29.2702,26.7052,69.17,66,74,5.26
547,Garissa,KE,2022-02-02 21:59:09,-0.4536,39.6401,81.09,64,100,8.79
548,Aasiaat,GL,2022-02-02 21:59:09,68.7098,-52.8699,-9.11,84,100,16.89
549,De-Kastri,RU,2022-02-02 21:59:09,51.4667,140.7833,-1.21,91,100,13.71
550,Nemuro,JP,2022-02-02 21:59:10,43.3236,145.575,22.8,72,54,8.23
551,Shymkent,KZ,2022-02-02 21:59:10,42.3,69.6,32.59,86,0,4.47
552,Isla Mujeres,MX,2022-02-02 21:59:11,21.2311,-86.731,80.65,81,4,13.56
553,Buta,CD,2022-02-02 21:59:11,2.7858,24.73,76.82,48,83,1.99
554,Bulgan,MN,2022-02-02 21:58:09,48.8125,103.5347,-6.25,86,8,4.5
555,Atasu,KZ,2022-02-02 22:00:11,48.6814,71.6433,11.26,86,100,5.64
556,Rocha,UY,2022-02-02 21:59:55,-34.4833,-54.3333,75.36,71,0,12.46
557,Mount Pleasant,US,2022-02-02 21:59:55,32.7941,-79.8626,66.31,80,20,8.99
558,Mattru,SL,2022-02-02 22:00:12,7.6244,-11.8332,73.89,91,13,2.26
559,Yanam,IN,2022-02-02 22:00:15,16.7333,82.2167,64.62,91,5,0.98
560,Boueni,YT,2022-02-02 22:00:17,-12.9025,45.0761,78.78,72,100,6.87
561,Sibolga,ID,2022-02-02 22:00:17,1.7427,98.7792,76.06,81,92,2.95
562,Guilin,CN,2022-02-02 22:00:18,25.2819,110.2864,36.84,86,95,6.38
563,Anarcs,HU,2022-02-02 22:00:20,48.1764,22.1117,32.99,94,99,6.42
564,Qui Nhon,VN,2022-02-02 22:00:22,13.7667,109.2333,72.95,87,100,7.92
565,Manggar,ID,2022-02-02 22:00:24,-2.8833,108.2667,78.39,84,100,5.48
566,Smoky Lake,CA,2022-02-02 22:00:26,54.1169,-112.4686,-1.52,90,96,11.79
567,Singkawang,ID,2022-02-02 22:00:26,0.9,109.0,73.76,96,84,4.14
568,Lagoa,PT,2022-02-02 22:00:28,39.05,-27.9833,58.26,73,4,7.4
569,Pundaguitan,PH,2022-02-02 22:00:31,6.3711,126.1689,76.89,84,100,18.77
570,Campina Verde,BR,2022-02-02 22:00:32,-19.5356,-49.4864,72.84,92,76,5.23
571,Enshi,CN,2022-02-02 22:00:33,30.3,109.4833,36.19,98,100,1.03
572,Khandbari,NP,2022-02-02 22:00:33,27.3747,87.2039,47.28,79,64,2.48
573,Saint-Joseph,RE,2022-02-02 21:57:03,-21.3667,55.6167,79.18,92,100,32.99
574,Hirara,JP,2022-02-02 22:00:35,24.8,125.2833,70.07,88,75,8.05
575,Soverato,IT,2022-02-02 22:00:36,38.685,16.5499,39.15,75,0,10.38
576,Vanavara,RU,2022-02-02 22:00:37,60.34,102.2797,-10.21,100,94,3.06
577,Rudnichnyy,RU,2022-02-02 22:00:38,59.617,52.4703,21.0,94,100,7.92
578,Touros,BR,2022-02-02 22:00:38,-5.1989,-35.4608,83.3,72,39,12.84
579,Myaundzha,RU,2022-02-02 22:00:39,63.0494,147.1858,-12.73,97,100,4.83
580,Seredka,RU,2022-02-02 22:00:40,58.1584,28.1858,20.95,97,97,2.3
581,Shasta Lake,US,2022-02-02 22:00:41,40.6804,-122.3708,58.75,33,44,5.53
582,Jojoima,SL,2022-02-02 22:00:41,7.8792,-10.7878,70.65,60,8,0.92
583,Acajutla,SV,2022-02-02 22:00:42,13.5928,-89.8275,85.8,62,4,6.44
584,Tadine,NC,2022-02-02 22:00:42,-21.55,167.8833,81.07,78,96,9.42
585,Ahome,MX,2022-02-02 22:00:43,25.9167,-109.1833,60.03,71,100,4.21
586,Bintulu,MY,2022-02-02 22:00:43,3.1667,113.0333,74.73,93,99,4.14
587,Launceston,AU,2022-02-02 21:59:01,-41.45,147.1667,60.44,56,40,1.01
588,Pierre,US,2022-02-02 22:00:44,44.3683,-100.351,9.86,59,99,13.0
589,Padang,ID,2022-02-02 22:00:45,-0.9492,100.3543,76.91,86,78,3.6
590,Kemijarvi,FI,2022-02-02 22:00:45,66.7131,27.4306,10.98,96,100,3.78
591,Karratha,AU,2022-02-02 22:00:46,-20.7377,116.8463,81.25,73,100,6.24
592,Arvika,SE,2022-02-02 22:00:46,59.6553,12.5852,23.7,98,51,0.29
593,Panguna,PG,2022-02-02 22:00:47,-6.3164,155.4848,73.4,85,100,1.19
594,Forio,IT,2022-02-02 22:00:47,40.7342,13.8646,52.83,49,0,9.04
595,Kolo,PL,2022-02-02 22:00:48,52.2002,18.6387,34.88,91,27,9.4
596,Abong Mbang,CM,2022-02-02 22:00:48,3.9833,13.1833,69.53,53,48,1.23
597,Ishigaki,JP,2022-02-02 22:00:49,24.3448,124.1572,71.64,81,82,18.68
598,Gisors,FR,2022-02-02 22:00:49,49.2818,1.7801,48.97,93,100,4.92
599,Kyrylivka,UA,2022-02-02 22:00:50,46.3759,35.3675,40.8,97,100,5.79
600,Elko,US,2022-02-02 22:00:23,41.0002,-115.5012,26.06,38,8,6.04
